Local;fecha;Base0;Base<>0;Impuestos;Venta-Impuesto;Suma de total_venta_sinimpuestos
;08-abr;$680,47;$320,39;$48,06;$1.048,92;1000,857174
;09-abr;$426,19;$203,25;$30,49;$659,93;629,4433304
;10-abr;$379,93;$190,66;$28,60;$599,19;570,5951261
;11-abr;$615,57;$139,13;$20,87;$775,57;754,7047305
;12-abr;$509,78;$320,85;$48,13;$878,76;830,6347913
;13-abr;$496,37;$144,81;$21,72;$662,90;641,1777435
;14-abr;$332,96;$121,37;$18,21;$472,54;454,3295044
;15-abr;$629,89;$152,98;$22,95;$805,82;782,8678435
;16-abr;$572,29;$280,72;$42,11;$895,12;853,0133957
;17-abr;$634,85;$330,15;$49,52;$1.014,52;964,9962174
;18-abr;$401,72;$181,49;$27,22;$610,43;583,2111696
;19-abr;$450,88;$162,08;$24,31;$637,27;612,9622261
;20-abr;$382,47;$162,98;$24,45;$569,89;545,447987
;21-abr;$523,16;$228,82;$34,32;$786,30;751,9801261
;22-abr;$565,89;$250,51;$37,58;$853,98;816,400313
;23-abr;$520,19;$225,97;$33,90;$780,06;746,1598478
;24-abr;$497,90;$213,56;$32,03;$743,49;711,4540305
;25-abr;$561,83;$129,52;$19,43;$710,78;691,3484087
;26-abr;$537,73;$216,09;$32,41;$786,23;753,8159739
;27-abr;$636,83;$271,08;$40,66;$948,57;907,9099783
;28-abr;$610,13;$167,59;$25,14;$802,85;777,7109131
;29-abr;$460,80;$256,36;$38,45;$755,61;717,1581435
;30-abr;$867,15;$210,82;$31,62;$1.109,58;1077,962113
;01-may;$746,87;$251,90;$37,79;$1.036,56;998,7722957
;02-may;$546,26;$213,51;$32,03;$791,80;759,7695087
;03-may;$715,68;$263,68;$39,55;$1.018,92;979,3686783
;04-may;$505,59;$239,23;$35,88;$780,70;744,8206304
;05-may;$772,46;$237,22;$35,58;$1.045,27;1009,688509
;06-may;$340,23;$167,29;$25,09;$532,61;507,5197131
;07-may;$620,60;$301,90;$45,29;$967,79;922,5025957
;08-may;$620,54;$234,18;$35,13;$889,84;854,7147
;09-may;$745,67;$236,76;$35,51;$1.017,95;982,4323479
Total 049-BASTION POPULAR 9;;$43.977,48;$17.503,58;$2.625,54;$64.106,59;61481,05365
050-ESTELA MARIS 2;01-mar;$352,33;$219,05;$32,86;$604,24;571,3807174
;02-mar;$316,89;$172,09;$25,81;$514,80;488,9824348
;03-mar;$431,85;$186,03;$27,90;$645,78;617,8761913
;04-mar;$247,78;$147,13;$22,07;$416,98;394,9115478
;05-mar;$352,65;$229,23;$34,38;$616,27;581,8805304
;06-mar;$392,36;$177,65;$26,65;$596,66;570,0075783
;07-mar;$408,67;$276,99;$41,55;$727,20;685,6544304
;08-mar;$385,74;$274,14;$41,12;$701,01;659,8851739
;09-mar;$415,22;$219,33;$32,90;$667,44;634,544974
;10-mar;$404,79;$169,29;$25,39;$599,47;574,0794391
;11-mar;$458,38;$292,01;$43,80;$794,19;750,3871826
;12-mar;$413,09;$149,52;$22,43;$585,04;562,6138957
;13-mar;$360,54;$181,80;$27,27;$569,60;542,3346
;14-mar;$454,77;$198,02;$29,70;$682,49;652,7852783
;15-mar;$371,61;$210,67;$31,60;$613,88;582,274987
;16-mar;$285,36;$185,44;$27,82;$498,62;470,8021739
;17-mar;$335,03;$192,19;$28,83;$556,05;527,2230174
;18-mar;$317,79;$186,40;$27,96;$532,15;504,1891305
;19-mar;$379,06;$212,30;$31,85;$623,21;591,3629
;20-mar;$422,68;$249,71;$37,46;$709,84;672,3853696
;21-mar;$333,99;$191,29;$28,69;$553,97;525,2771783
;22-mar;$438,92;$208,84;$31,33;$679,08;647,7589044
;23-mar;$400,23;$170,22;$25,53;$595,98;570,4496783
;24-mar;$460,74;$210,55;$31,58;$702,88;671,2950305
;25-mar;$375,28;$168,85;$25,33;$569,46;544,1294566
;26-mar;$433,67;$267,23;$40,08;$740,99;700,9033783
;27-mar;$335,15;$131,00;$19,65;$485,80;466,1460261
;28-mar;$303,01;$177,53;$26,63;$507,17;480,5365783
;29-mar;$424,01;$170,58;$25,59;$620,18;594,5941348
;30-mar;$424,35;$186,36;$27,95;$638,67;610,7143174
;31-mar;$416,55;$193,49;$29,02;$639,06;610,0380174
;01-abr;$431,81;$350,88;$52,63;$835,32;782,6906044
;02-abr;$363,83;$183,36;$27,50;$574,69;547,1886826
;03-abr;$427,81;$221,24;$33,19;$682,23;649,0478783
;04-abr;$285,23;$192,71;$28,91;$506,85;477,9409522
;05-abr;$441,50;$198,35;$29,75;$669,59;639,8422
;06-abr;$468,19;$255,43;$38,31;$761,93;723,6147435
;07-abr;$288,46;$188,40;$28,26;$505,13;476,8660479
;08-abr;$463,17;$110,03;$16,51;$589,71;573,2049261
;09-abr;$320,52;$169,08;$25,36;$514,96;489,6005696
;10-abr;$273,66;$230,31;$34,55;$538,52;503,9685348
;11-abr;$450,31;$151,61;$22,74;$624,67;601,9239957
;12-abr;$414,68;$235,29;$35,29;$685,26;649,9689609
;13-abr;$274,43;$228,30;$34,25;$536,97;502,7281348
;14-abr;$396,87;$196,16;$29,42;$622,46;593,0314957
;15-abr;$320,92;$249,41;$37,41;$607,75;570,3380174
;16-abr;$397,03;$205,73;$30,86;$633,62;602,7612044
;17-abr;$594,03;$158,26;$23,74;$776,03;752,2932435
;18-abr;$394,54;$178,12;$26,72;$599,38;572,661287
;19-abr;$274,25;$174,53;$26,18;$474,97;448,7889305
;20-abr;$338,30;$162,20;$24,33;$524,83;500,4981087
;21-abr;$397,71;$214,47;$32,17;$644,35;612,1817783
;22-abr;$388,89;$209,17;$31,38;$629,44;598,0645653
;23-abr;$373,53;$166,66;$25,00;$565,18;540,1839131
;24-abr;$400,30;$144,87;$21,73;$566,90;545,1714392
;25-abr;$382,72;$172,63;$25,89;$581,24;555,3412218
;26-abr;$353,22;$131,71;$19,76;$504,69;484,9289827
;27-abr;$337,64;$270,42;$40,56;$648,63;608,0660348
;28-abr;$274,54;$168,69;$25,30;$468,54;443,2353131
;29-abr;$302,72;$164,75;$24,71;$492,19;467,4750652
;30-abr;$474,30;$209,19;$31,38;$714,87;683,4913957
;01-may;$390,29;$211,64;$31,75;$633,67;601,9282044
;02-may;$426,77;$221,66;$33,25;$681,68;648,4296653
;03-may;$506,19;$230,77;$34,62;$771,57;736,9523218
;04-may;$386,13;$225,10;$33,77;$645,00;611,2361565
;05-may;$538,15;$201,62;$30,24;$770,02;739,7722739
;06-may;$352,09;$236,93;$35,54;$624,56;589,0231174
;07-may;$362,52;$159,73;$23,96;$546,21;522,2483957
;08-may;$312,11;$241,88;$36,28;$590,27;553,9912522
;09-may;$248,34;$202,01;$30,30;$480,66;450,3569392
Total 050-ESTELA MARIS 2;;$26.680,18;$14.028,26;$2.104,24;$42.812,68;40708,44081
052-SIMON BOLIVAR;01-mar;$1.382,02;$529,75;$79,46;$1.991,24;1911,773148
;02-mar;$1.161,23;$445,12;$66,77;$1.673,11;1606,343348
;03-mar;$1.124,70;$285,54;$42,83;$1.453,08;1410,24753
;04-mar;$898,70;$259,87;$38,98;$1.197,55;1158,573139
;05-mar;$1.300,05;$453,08;$67,96;$1.821,09;1753,129004
;06-mar;$1.362,55;$537,09;$80,56;$1.980,20;1899,6395
;07-mar;$1.341,93;$498,40;$74,76;$1.915,09;1840,327644
;08-mar;$1.368,74;$566,82;$85,02;$2.020,58;1935,559339
;09-mar;$1.195,65;$486,41;$72,96;$1.755,03;1682,066757
;10-mar;$1.800,91;$564,04;$84,61;$2.449,55;2364,946357
;11-mar;$1.231,66;$474,19;$71,13;$1.776,98;1705,84713
;12-mar;$1.310,71;$434,87;$65,23;$1.810,82;1745,58683
;13-mar;$1.586,87;$473,32;$71,00;$2.131,18;2060,186478
;14-mar;$1.087,10;$334,93;$50,24;$1.472,28;1422,036991
;15-mar;$1.790,58;$540,84;$81,13;$2.412,55;2331,427757
;16-mar;$1.245,12;$496,82;$74,52;$1.816,46;1741,938674
;17-mar;$1.539,81;$405,59;$60,84;$2.006,23;1945,396652
;18-mar;$1.255,11;$485,83;$72,87;$1.813,81;1740,938087
;19-mar;$1.473,45;$390,70;$58,60;$1.922,75;1864,141257
;20-mar;$1.526,71;$345,75;$51,86;$1.924,32;1872,460465
;21-mar;$1.346,37;$409,86;$61,48;$1.817,71;1756,2351
;22-mar;$1.377,16;$549,16;$82,37;$2.008,69;1926,318665
;23-mar;$1.209,47;$425,55;$63,83;$1.698,85;1635,020474
;24-mar;$1.412,35;$464,81;$69,72;$1.946,88;1877,160826
;25-mar;$1.142,53;$529,24;$79,39;$1.751,16;1671,774996
;26-mar;$1.221,00;$415,94;$62,39;$1.699,33;1636,935039
;27-mar;$1.047,33;$299,78;$44,97;$1.392,08;1347,110061
;28-mar;$1.157,40;$418,83;$62,82;$1.639,05;1576,225474
;29-mar;$1.574,47;$626,06;$93,91;$2.294,44;2200,526352
;30-mar;$1.139,86;$426,70;$64,00;$1.630,57;1566,561861
;31-mar;$1.478,13;$506,30;$75,94;$2.060,37;1984,425765
;01-abr;$1.379,99;$523,41;$78,51;$1.981,91;1903,398013
;02-abr;$1.485,91;$552,29;$82,84;$2.121,04;2038,193596
;03-abr;$1.220,42;$412,20;$61,83;$1.694,46;1632,626948
;04-abr;$1.324,53;$527,67;$79,15;$1.931,35;1852,195665
;05-abr;$1.467,02;$528,65;$79,30;$2.074,97;1995,671722
;06-abr;$1.328,49;$566,80;$85,02;$1.980,30;1895,284852
;07-abr;$1.298,88;$481,31;$72,20;$1.852,38;1780,184383
;08-abr;$1.234,57;$577,06;$86,56;$1.898,19;1811,630187
;09-abr;$816,10;$329,63;$49,44;$1.195,17;1145,728543
;10-abr;$1.029,88;$265,70;$39,86;$1.335,44;1295,586609
;11-abr;$773,33;$406,64;$61,00;$1.240,96;1179,966887
;12-abr;$1.526,50;$584,30;$87,64;$2.198,44;2110,792157
;13-abr;$1.628,97;$558,49;$83,77;$2.271,23;2187,459187
;14-abr;$1.493,99;$394,25;$59,14;$1.947,38;1888,2375
;15-abr;$1.309,19;$546,55;$81,98;$1.937,72;1855,740917
;16-abr;$1.564,18;$571,51;$85,73;$2.221,42;2135,689787
;17-abr;$1.488,87;$523,95;$78,59;$2.091,41;2012,818513
;18-abr;$1.116,88;$383,32;$57,50;$1.557,70;1500,200626
;19-abr;$1.133,41;$535,42;$80,31;$1.749,14;1668,827139
;20-abr;$1.293,69;$496,49;$74,47;$1.864,66;1790,18303
;21-abr;$1.317,03;$316,04;$47,41;$1.680,48;1633,074761
;22-abr;$1.145,07;$449,87;$67,48;$1.662,43;1594,948174
;23-abr;$1.362,97;$464,90;$69,74;$1.897,61;1827,870387
;24-abr;$1.109,56;$341,07;$51,16;$1.501,79;1450,630504
;25-abr;$1.362,96;$360,26;$54,04;$1.777,26;1723,218178
;26-abr;$1.537,28;$519,44;$77,92;$2.134,64;2056,720165
;27-abr;$1.215,96;$342,61;$51,39;$1.609,96;1558,56917
;28-abr;$1.265,75;$448,36;$67,25;$1.781,37;1714,115809
;29-abr;$1.278,08;$465,18;$69,78;$1.813,04;1743,261496
;30-abr;$1.324,00;$279,74;$41,96;$1.645,70;1603,737657
;01-may;$1.208,22;$381,78;$57,27;$1.647,26;1589,997304
;02-may;$1.437,58;$432,27;$64,84;$1.934,69;1869,852383
;03-may;$1.404,11;$432,97;$64,95;$1.902,03;1837,083878
;04-may;$1.260,63;$460,87;$69,13;$1.790,62;1721,491635
;05-may;$1.563,56;$551,39;$82,71;$2.197,66;2114,948787
;06-may;$1.576,56;$529,19;$79,38;$2.185,13;2105,753661
;07-may;$1.081,85;$527,20;$79,08;$1.688,13;1609,051383
;08-may;$1.474,86;$336,75;$50,51;$1.862,12;1811,608909
;09-may;$1.128,82;$417,37;$62,61;$1.608,80;1546,190152
Total 052-SIMON BOLIVAR;;$92.059,31;$31.904,09;$4.785,61;$128.749,02;123963,4014
053-YAGUACHI;01-mar;$1.269,81;$413,20;$61,98;$1.744,99;1683,013122
;02-mar;$952,12;$370,21;$55,53;$1.377,86;1322,32933
;03-mar;$737,63;$318,96;$47,84;$1.104,44;1056,59637
;04-mar;$1.031,69;$360,34;$54,05;$1.446,08;1392,029365
;05-mar;$987,44;$430,41;$64,56;$1.482,41;1417,8497
;06-mar;$1.299,40;$374,72;$56,21;$1.730,32;1674,115648
;07-mar;$959,89;$418,03;$62,70;$1.440,62;1377,917478
;08-mar;$1.130,45;$530,34;$79,55;$1.740,34;1660,789613
;09-mar;$1.113,07;$402,71;$60,41;$1.576,18;1515,774952
;10-mar;$1.416,27;$396,76;$59,51;$1.872,53;1813,021604
;11-mar;$1.084,69;$340,28;$51,04;$1.476,01;1424,969535
;12-mar;$1.055,40;$330,20;$49,53;$1.435,13;1385,599187
;13-mar;$1.102,61;$405,41;$60,81;$1.568,83;1508,022939
;14-mar;$997,03;$488,20;$73,23;$1.558,46;1485,226365
;15-mar;$1.260,60;$436,85;$65,53;$1.762,98;1697,451139
;16-mar;$886,81;$503,77;$75,57;$1.466,15;1390,583078
;17-mar;$1.370,50;$582,30;$87,35;$2.040,15;1952,805222
;18-mar;$1.153,09;$314,24;$47,14;$1.514,46;1467,327978
;19-mar;$855,57;$323,46;$48,52;$1.227,55;1179,034465
;20-mar;$1.076,49;$429,86;$64,48;$1.570,83;1506,348652
;21-mar;$776,67;$422,89;$63,43;$1.263,00;1199,566357
;22-mar;$1.071,43;$518,83;$77,82;$1.668,08;1590,2534
;23-mar;$904,15;$354,23;$53,13;$1.311,51;1258,37297
;24-mar;$1.038,75;$382,96;$57,44;$1.479,15;1421,702257
;25-mar;$953,59;$285,78;$42,87;$1.282,23;1239,36567
;26-mar;$1.144,91;$341,32;$51,20;$1.537,43;1486,227726
;27-mar;$681,19;$294,58;$44,19;$1.019,96;975,7726087
;28-mar;$1.196,79;$381,52;$57,23;$1.635,54;1578,310948
;29-mar;$695,58;$370,15;$55,52;$1.121,26;1065,736722
;30-mar;$959,12;$372,11;$55,82;$1.387,05;1331,230761
;31-mar;$1.264,69;$416,60;$62,49;$1.743,78;1681,292596
;01-abr;$1.197,86;$376,78;$56,52;$1.631,16;1574,640022
;02-abr;$1.430,36;$431,19;$64,68;$1.926,22;1861,543913
;03-abr;$766,56;$370,37;$55,56;$1.192,49;1136,932113
;04-abr;$823,04;$237,25;$35,59;$1.095,87;1060,286548
;05-abr;$1.198,25;$432,85;$64,93;$1.696,03;1631,100644
;06-abr;$1.122,57;$402,39;$60,36;$1.585,32;1524,965535
;07-abr;$1.087,90;$390,55;$58,58;$1.537,03;1478,4496
;08-abr;$1.118,17;$353,87;$53,08;$1.525,11;1472,032513
;09-abr;$1.107,27;$278,61;$41,79;$1.427,68;1385,884561
;10-abr;$830,36;$227,95;$34,19;$1.092,51;1058,316757
;11-abr;$936,11;$329,74;$49,46;$1.315,31;1265,845604
;12-abr;$866,72;$354,90;$53,23;$1.274,85;1221,614122
;13-abr;$970,01;$438,81;$65,82;$1.474,64;1408,822487
;14-abr;$1.070,27;$280,83;$42,13;$1.393,23;1351,101674
;15-abr;$1.212,32;$389,43;$58,41;$1.660,16;1601,7469
;16-abr;$1.183,24;$439,20;$65,88;$1.688,33;1622,447161
;17-abr;$1.335,62;$431,68;$64,75;$1.832,05;1767,298761
;18-abr;$881,97;$303,92;$45,59;$1.231,47;1185,883278
;19-abr;$1.126,60;$403,24;$60,49;$1.590,32;1529,83507
;20-abr;$853,52;$259,75;$38,96;$1.152,23;1113,270391
;21-abr;$1.208,25;$306,43;$45,96;$1.560,65;1514,684457
;22-abr;$1.012,55;$332,31;$49,85;$1.394,71;1344,862504
;23-abr;$1.088,51;$387,63;$58,14;$1.534,28;1476,136578
;24-abr;$1.016,74;$365,88;$54,88;$1.437,50;1382,621987
;25-abr;$878,55;$226,09;$33,91;$1.138,55;1104,639357
;26-abr;$1.030,76;$360,69;$54,10;$1.445,56;1391,452926
;27-abr;$976,34;$427,36;$64,10;$1.467,80;1403,695826
;28-abr;$1.066,22;$315,06;$47,26;$1.428,53;1381,2737
;29-abr;$787,57;$323,19;$48,48;$1.159,25;1110,768183
;30-abr;$1.047,33;$377,55;$56,63;$1.481,51;1424,87857
;01-may;$1.235,10;$491,94;$73,79;$1.800,83;1727,04273
;02-may;$924,81;$392,38;$58,86;$1.376,05;1317,190461
;03-may;$1.227,68;$485,31;$72,80;$1.785,79;1712,988887
;04-may;$938,84;$411,38;$61,71;$1.411,92;1350,214422
;05-may;$1.079,30;$440,31;$66,05;$1.585,65;1519,608704
;06-may;$1.414,50;$388,48;$58,27;$1.861,26;1802,984896
;07-may;$1.039,48;$414,89;$62,23;$1.516,60;1454,369504
;08-may;$1.102,34;$318,16;$47,72;$1.468,23;1420,502839
;09-may;$1.124,61;$343,61;$51,54;$1.519,76;1468,220244
Total 053-YAGUACHI;;$73.745,61;$26.553,18;$3.982,98;$104.281,77;100298,7922
054-CUMANDA;01-mar;$687,25;$341,17;$51,18;$1.079,60;1028,426252
;02-mar;$852,35;$527,86;$79,18;$1.459,39;1380,210961
;03-mar;$871,39;$320,25;$48,04;$1.239,68;1191,640296
;04-mar;$678,57;$232,86;$34,93;$946,35;911,4250391
;05-mar;$1.195,11;$416,47;$62,47;$1.674,05;1611,578287
;06-mar;$913,38;$300,80;$45,12;$1.259,30;1214,180517
;07-mar;$966,84;$347,62;$52,14;$1.366,60;1314,4594
;08-mar;$676,21;$299,12;$44,87;$1.020,19;975,3222044
;09-mar;$968,12;$413,83;$62,07;$1.444,02;1381,948078
;10-mar;$951,90;$389,42;$58,41;$1.399,73;1341,313161
;11-mar;$833,93;$363,57;$54,54;$1.252,04;1197,504552
;12-mar;$833,82;$360,60;$54,09;$1.248,51;1194,420643
;13-mar;$686,70;$220,61;$33,09;$940,40;907,3069174
;14-mar;$1.229,16;$488,04;$73,21;$1.790,40;1717,198404
;15-mar;$836,76;$288,08;$43,21;$1.168,05;1124,840265
;16-mar;$1.064,00;$359,30;$53,89;$1.477,19;1423,295074
;17-mar;$813,83;$506,63;$75,99;$1.396,45;1320,457496
;18-mar;$1.057,78;$336,55;$50,48;$1.444,81;1394,323613
;19-mar;$1.289,49;$556,56;$83,48;$1.929,53;1846,048122
;20-mar;$756,16;$188,15;$28,22;$972,54;944,3189522
;21-mar;$873,71;$177,47;$26,62;$1.077,81;1051,188539
;22-mar;$914,40;$205,92;$30,89;$1.151,21;1120,322139
;23-mar;$928,44;$350,88;$52,63;$1.331,95;1279,3205
;24-mar;$899,48;$311,74;$46,76;$1.257,97;1211,212435
;25-mar;$827,44;$232,50;$34,87;$1.094,81;1059,935926
;26-mar;$667,64;$330,12;$49,52;$1.047,28;997,762687
;27-mar;$701,12;$182,51;$27,38;$911,00;883,6274826
;28-mar;$810,12;$508,70;$76,30;$1.395,12;1318,819183
;29-mar;$610,96;$279,11;$41,87;$931,94;890,0763348
;30-mar;$760,19;$390,89;$58,63;$1.209,72;1151,083491
;31-mar;$1.016,77;$375,25;$56,29;$1.448,31;1392,019604
;01-abr;$827,67;$363,56;$54,53;$1.245,77;1191,234857
;02-abr;$1.027,75;$376,69;$56,50;$1.460,94;1404,436983
;03-abr;$702,08;$319,20;$47,88;$1.069,17;1021,285357
;04-abr;$741,06;$306,13;$45,92;$1.093,10;1047,186
;05-abr;$761,79;$175,44;$26,32;$963,55;937,2325348
;06-abr;$907,57;$253,84;$38,08;$1.199,48;1161,403378
;07-abr;$876,59;$327,25;$49,09;$1.252,93;1203,846257
;08-abr;$980,29;$348,51;$52,28;$1.381,08;1328,802491
;09-abr;$578,86;$264,29;$39,64;$882,79;843,1505
;10-abr;$976,77;$284,81;$42,72;$1.304,30;1261,576535
;11-abr;$959,87;$534,08;$80,11;$1.574,05;1493,943452
;12-abr;$669,81;$262,31;$39,35;$971,47;932,1188392
;13-abr;$629,90;$482,75;$72,41;$1.185,06;1112,644783
;14-abr;$898,91;$357,94;$53,69;$1.310,54;1256,851357
;15-abr;$1.030,10;$341,63;$51,24;$1.422,97;1371,730196
;16-abr;$732,69;$405,36;$60,80;$1.198,86;1138,051222
;17-abr;$523,51;$232,23;$34,83;$790,57;755,7335392
;18-abr;$787,83;$228,00;$34,20;$1.050,03;1015,829409
;19-abr;$641,73;$204,45;$30,67;$876,85;846,1792913
;20-abr;$960,32;$313,68;$47,05;$1.321,05;1274,000822
;21-abr;$564,72;$378,70;$56,81;$1.000,23;943,4227783
;22-abr;$534,34;$204,75;$30,71;$769,80;739,0863783
;23-abr;$1.007,05;$444,38;$66,66;$1.518,09;1451,43667
;24-abr;$1.052,80;$260,63;$39,09;$1.352,52;1313,430174
;25-abr;$638,93;$378,51;$56,78;$1.074,21;1017,432213
;26-abr;$705,75;$275,91;$41,39;$1.023,05;981,6642739
;27-abr;$1.120,34;$382,74;$57,41;$1.560,49;1503,077926
;28-abr;$1.035,91;$465,45;$69,82;$1.571,17;1501,352796
;29-abr;$862,06;$324,03;$48,60;$1.234,70;1186,093974
;30-abr;$910,06;$454,98;$68,25;$1.433,29;1365,0396
;01-may;$645,52;$360,32;$54,05;$1.059,88;1005,833122
;02-may;$747,83;$296,04;$44,41;$1.088,27;1043,869322
;03-may;$634,08;$263,39;$39,51;$936,98;897,4717522
;04-may;$864,07;$317,45;$47,62;$1.229,13;1181,514222
;05-may;$938,67;$396,51;$59,48;$1.394,65;1335,177639
;06-may;$982,86;$239,78;$35,97;$1.258,61;1222,638283
;07-may;$976,37;$444,19;$66,63;$1.487,18;1420,554196
;08-may;$777,08;$322,81;$48,42;$1.148,31;1099,891239
;09-may;$548,00;$323,17;$48,48;$919,65;871,1695348
Total 054-CUMANDA;;$58.934,55;$23.518,43;$3.527,76;$85.980,74;82452,98045
055-BUCAY;01-mar;$512,15;$185,11;$27,77;$725,03;697,2606391
;02-mar;$532,90;$278,38;$41,76;$853,03;811,2759087
;03-mar;$722,28;$197,11;$29,57;$948,96;919,3886044
;04-mar;$756,86;$207,22;$31,08;$995,16;964,0798652
;05-mar;$639,20;$235,60;$35,34;$910,14;874,802087
;06-mar;$913,09;$365,15;$54,77;$1.333,01;1278,240983
;07-mar;$539,45;$188,70;$28,30;$756,46;728,1505304
;08-mar;$697,15;$295,35;$44,30;$1.036,80;992,5001391
;09-mar;$856,73;$380,74;$57,11;$1.294,59;1237,478135
;10-mar;$784,60;$270,39;$40,56;$1.095,56;1054,997935
;11-mar;$426,40;$185,10;$27,76;$639,27;611,5014913
;12-mar;$581,11;$224,94;$33,74;$839,78;806,043887
;13-mar;$562,26;$162,37;$24,36;$748,98;724,6266783
;14-mar;$574,37;$210,43;$31,56;$816,36;784,7918652
;15-mar;$717,36;$300,86;$45,13;$1.063,35;1018,220787
;16-mar;$797,40;$207,49;$31,12;$1.036,01;1004,884874
;17-mar;$618,11;$216,43;$32,46;$867,00;834,5344131
;18-mar;$566,88;$253,97;$38,10;$858,94;820,8468174
;19-mar;$604,32;$233,84;$35,08;$873,24;838,1619348
;20-mar;$718,15;$270,39;$40,56;$1.029,10;988,5462131
;21-mar;$708,23;$248,94;$37,34;$994,50;957,1635696
;22-mar;$1.019,46;$242,16;$36,32;$1.297,94;1261,61713
;23-mar;$619,69;$148,41;$22,26;$790,36;768,0973435
;24-mar;$712,85;$267,29;$40,09;$1.020,24;980,1424304
;25-mar;$769,73;$184,63;$27,69;$982,05;954,3556826
;26-mar;$392,56;$212,45;$31,87;$636,87;605,0054
;27-mar;$479,23;$203,46;$30,52;$713,21;682,6943652
;28-mar;$462,57;$121,14;$18,17;$601,88;583,7097522
;29-mar;$862,24;$377,54;$56,63;$1.296,41;1239,776513
;30-mar;$662,77;$272,94;$40,94;$976,64;935,7033348
;31-mar;$773,39;$201,28;$30,19;$1.004,86;974,6673261
;01-abr;$719,19;$364,75;$54,71;$1.138,65;1083,940348
;02-abr;$703,07;$297,33;$44,60;$1.045,00;1000,400765
;03-abr;$527,59;$289,07;$43,36;$860,03;816,6648218
;04-abr;$480,26;$159,10;$23,87;$663,22;639,3598044
;05-abr;$643,61;$207,71;$31,16;$882,48;851,3208174
;06-abr;$781,96;$312,44;$46,87;$1.141,27;1094,404878
;07-abr;$648,22;$263,24;$39,49;$950,95;911,4640913
;08-abr;$805,63;$284,32;$42,65;$1.132,60;1089,949004
;09-abr;$371,97;$90,95;$13,64;$476,56;462,9180609
;10-abr;$572,95;$204,36;$30,65;$807,96;777,3054565
;11-abr;$518,54;$187,43;$28,12;$734,09;705,9723044
;12-abr;$555,70;$171,87;$25,78;$753,36;727,5756565
;13-abr;$640,31;$219,52;$32,93;$892,77;859,8368304
;14-abr;$733,46;$244,38;$36,66;$1.014,50;977,8403391
;15-abr;$771,03;$322,75;$48,41;$1.142,20;1093,784722
;16-abr;$546,33;$211,70;$31,76;$789,79;758,0364348
;17-abr;$837,79;$241,67;$36,25;$1.115,71;1079,461491
;18-abr;$717,28;$218,32;$32,75;$968,35;935,5971391
;19-abr;$471,75;$141,43;$21,21;$634,39;613,1789478
;20-abr;$744,40;$270,62;$40,59;$1.055,61;1015,013991
;21-abr;$660,44;$251,03;$37,66;$949,13;911,4767435
;22-abr;$511,40;$226,27;$33,94;$771,61;737,666
;23-abr;$692,36;$233,95;$35,09;$961,40;926,3104
;24-abr;$526,66;$169,85;$25,48;$721,99;696,5154261
;25-abr;$626,62;$173,61;$26,04;$826,26;800,2228304
;26-abr;$760,04;$183,92;$27,59;$971,55;943,9636957
;27-abr;$519,41;$177,80;$26,67;$723,88;697,2107
;28-abr;$764,64;$241,22;$36,18;$1.042,05;1005,861648
;29-abr;$392,36;$150,24;$22,54;$565,14;542,6048261
;30-abr;$662,24;$209,19;$31,38;$902,81;871,4279783
;01-may;$741,60;$113,19;$16,98;$871,77;854,7889174
;02-may;$600,83;$239,78;$35,97;$876,57;840,6058435
;03-may;$642,67;$297,41;$44,61;$984,69;940,0808652
;04-may;$808,57;$258,80;$38,82;$1.106,19;1067,37373
;05-may;$541,93;$278,99;$41,85;$862,76;820,9133304
;06-may;$754,56;$272,64;$40,90;$1.068,10;1027,200074
;07-may;$521,96;$347,27;$52,09;$921,32;869,2330218
;08-may;$592,79;$138,29;$20,74;$751,82;731,0768609
;09-may;$610,14;$316,39;$47,46;$973,99;926,5273044
Total 055-BUCAY;;$45.305,77;$16.332,58;$2.449,89;$64.088,24;61638,35274
056-NARANJITO;01-mar;$702,94;$269,20;$40,38;$1.012,53;972,1480174
;02-mar;$881,93;$331,69;$49,75;$1.263,37;1213,619917
;03-mar;$824,61;$344,87;$51,73;$1.221,21;1169,479157
;04-mar;$573,63;$263,48;$39,52;$876,64;837,115587
;05-mar;$704,77;$295,93;$44,39;$1.045,08;1000,694448
;06-mar;$760,21;$331,06;$49,66;$1.140,93;1091,267822
;07-mar;$654,84;$280,83;$42,12;$977,79;935,6669957
;08-mar;$714,05;$343,06;$51,46;$1.108,57;1057,112752
;09-mar;$802,36;$343,55;$51,53;$1.197,44;1145,908883
;10-mar;$780,67;$315,91;$47,39;$1.143,97;1096,582135
;11-mar;$884,86;$224,71;$33,71;$1.143,28;1109,569526
;12-mar;$592,46;$205,79;$30,87;$829,12;798,2472957
;13-mar;$833,20;$243,75;$36,56;$1.113,51;1076,944187
;14-mar;$778,81;$248,26;$37,24;$1.064,30;1027,064409
;15-mar;$1.017,30;$391,86;$58,78;$1.467,94;1409,156935
;16-mar;$464,47;$378,25;$56,74;$899,46;842,7211305
;17-mar;$1.043,65;$433,77;$65,07;$1.542,49;1477,420526
;18-mar;$731,39;$247,96;$37,19;$1.016,54;979,3514
;19-mar;$826,24;$354,66;$53,20;$1.234,10;1180,905457
;20-mar;$638,39;$279,94;$41,99;$960,33;918,3337218
;21-mar;$562,32;$337,65;$50,65;$950,62;899,972487
;22-mar;$748,27;$409,62;$61,44;$1.219,34;1157,894078
